gid;geom;OBJECTID;CIV_1;PK_ID;Fecha_Fina;Estrategia;Programa;Zonas;Nombre_Loc;UPZ;Barrio;Mes_Report;Grupo_Cont;Ingeniero_;Director_d;TOTAL_ARE;No__HUECOS
19;0106000020E610000001000000010300000001000000250000008C761E0DEE8552C040E90519ADB91240CCBFD404EE8552C0C0FF618FACB9124068A29A55E98552C001D6011077B9124025F4BA47E98552C05013E7BE76B91240C4C07439E98552C0C097238276B91240B8BC2C32E98552C000CC746B76B9124083383518E98552C01F9D114676B912404A1B33FEE88552C04E0F2C6376B91240BC91CFE4E88552C000D406C276B912402413CBEEE88552C0401776D475B9124088B9CC32E98552C0C08B21826FB91240919756BFE98552C0004EF67162B91240DAD2BBBBE98552C099E3C2D364B91240082A03BEE98552C04414323767B9124020D51EC6E98552C040FFD18D69B91240ACC455C8E98552C0402D90FE69B91240D108D0D0E98552C0AFE9EC5E6BB9124078E456DBE98552C0C04FD8B06CB9124078298BAEEA8552C041F6E76876B9124084D7C88AEE8552C040C4E91FA2B912408C7CCD8EEE8552C000E67A4DA2B91240EE3B599FEE8552C0C612FDB6A2B912403747ACB0EE8552C083102FF9A2B9124089BF69C2EE8552C02605AE12A3B91240848B32D4EE8552C0C043F102A3B912406C73AFE7EE8552C0EFE0E0C0A2B912409BCE40FAEE8552C073F16D4DA2B91240285B6A0BEF8552C0C00D9DABA1B912409417899EEE8552C0C07E06F7AAB91240D8D7DA2BEE8552C0C0B534C1B4B91240040C052FEE8552C0F62F4582B3B91240739A3C2FEE8552C0EFC05B3FB2B912409B51802CEE8552C0B35A68FFB0B91240E43CDF26EE8552C040A64AC9AFB91240EA54BC1FEE8552C0A7E164C9AEB91240E08F9F16EE8552C0006518DAADB912408C761E0DEE8552C040E90519ADB91240;19;10008372;158105;Fri Jul 31 00:00:00 COT 2020;Infraestructura y Gestión de Tránsito;IMV-PR-003;Zona 02;ENGATIVA;LAS FERIAS;LA ESTRADA;Julio;Parcheo;CESAR AUGUSTO PINTO BARRIOS;ING. MARY LUZ MORA / ING. ALEXANDER SANDOVAL;171.65;172
20;0106000020E61000000100000001030000000100000009000000D8D07B003E8652C040B41349E7D8124074FB444F3E8652C0C0C411F2E1D812408CAFAC503E8652C0404661DAE1D812402CFA33513E8652C000FE51D1E1D812400C5D466D3F8652C0808A095DCED81240A4CDBE46408652C0004591CFDAD81240FD96B1B53F8652C0C04671C6E4D8124008FB9EDA3E8652C080064DF2F3D81240D8D07B003E8652C040B41349E7D81240;20;10002154;161349;Tue Jan 14 00:00:00 COT 2020;Infraestructura y Gestión de Tránsito;Conservacion;Zona 02;ENGATIVA;MINUTO DE DIOS;PRIMAVERA;Enero;Parcheo;XIMENA VARGAS;ING.MARY LUZ MORA / ING. JESUS FORERO;13.65;14
21;0106000020E61000000100000001030000000100000018000000AC073FE3558952C0403A93A3F17712404436B53E558952C0C0EA4FEAE4771240E4D11C57558952C03CD5B9D8E577124054868671558952C06349FC87E67712408321508D558952C0A80CE3F3E67712406F00CFA9558952C00A86D719E7771240F92654C6558952C0E8A2F0F8E6771240747230E2558952C0406EF891E677124052C818FD558952C076A56AE4E5771240F8EFF915568952C08050A7F5E4771240F06D6951598952C080CFA915BA771240ADA5856D598952C0402D13A1B8771240A89B55165A8952C080D6D673C57712400083E5B4598952C0806B597FCA771240B0C8A7AE598952C040CA73B7CA77124030B5ACC8568952C08098AA19F1771240049F66B2568952C05F4C568EF27712408FBCF19F568952C060830C35F47712405CD6BC91568952C0C0F6E303F6771240FE847987568952C0FC44061DF8771240B472EA82568952C00D01F149FA77124069E22F84568952C0F5143F7BFC77124020D5408B568952C0405D6CA1FE771240AC073FE3558952C0403A93A3F1771240;21;8007504;148749;Tue May 26 00:00:00 COT 2020;Infraestructura y Gestión de Tránsito;Misionalidad;Zona 05;KENNEDY;CARVAJAL;PROVIVIENDA OCCIDENTAL;Mayo;Sello de Fisuras;KAREM VANESSA LEGUIZAMON LISCANO;ING. MARY LUZ MORA / ING. ANGEL RICARDO IBAGON;0;0
22;0106000020E6100000010000000103000000010000000C000000CCA9C72AC38852C0C033BD52036A1240F4E90878C38852C0C06F23C3FC6912400F89597EC38852C013F7D57FFC691240E43E1884C38852C0E0D48730FC691240D85E2E89C38852C0C00972D6FB69124038576992C58852C0C0A7C1AED269124028D50A75C68852C040EBCB74DD691240A8240156C68852C0C0867FF7DF691240B8481382C48852C000D4B6EA056A124004B14A21C48852C0800836A40D6A12406CACEE05C48852C000ED8A7E0C6A1240CCA9C72AC38852C0C033BD52036A1240;22;8011114;148174;Thu Mar 19 00:00:00 COT 2020;Infraestructura y Gestión de Tránsito;Misionalidad;Zona 05;KENNEDY;CARVAJAL;ALQUERIA LA FRAGUA;Marzo;Parcheo;ANDRES FELIPE ALDANA CHARRY;ING. CARLOS MENDEZ / ING. EDGAR QUIJANO;88.3;88
23;0106000020E610000001000000010300000001000000170000006406879DDD8152C00027D6BBD5F31240D06798BEDD8152C0C070168CD0F31240A8725FD6DD8152C0004343D1CCF31240CCBE37F5DD8152C0C098B3FAC7F31240C854560DE18152C080B21EBC4BF3124018DDFA16E18152C0C07CC81C4AF3124044B5BF1BE18152C000C86D5C48F312407823BB1EE18152C0403DDB7046F31240D029500AE18152C0C0D27DDD42F31240A4CD6DFFE08152C000B8D1E941F31240BC6083FAE08152C0C0E9D37B41F31240D83B3DCBE08152C080F9EC4640F312405CA2ACA5E18152C040B6391744F312400043AF6FE28152C000DA2C9E47F312406086F84DE28152C0004325C247F31240B0FA481CE28152C0C053A6124AF31240083EFD02E28152C0409435F94CF3124058E68BF5E18152C08049E60A4FF31240AC611EE3DE8152C0C0E1D7F9CBF3124068DF3AD1DE8152C0004E2BD1CEF312400C8062ABDE8152C0809A4FD4D4F312404C5D1582DE8152C0C08CFA63DBF312406406879DDD8152C00027D6BBD5F31240;23;1002205;137593;Mon Jul 13 00:00:00 COT 2020;Infraestructura y Gestión de Tránsito;Conservacion;zona 01;USAQUEN;SAN CRISTOBAL NORTE;SAN CRISTOBAL NORTE;Julio;Sello de Fisuras;KAREM VANESSA LEGUIZAMON LISCANO;ING. MARY LUZ MORA / ING.JESUS FORERO;0;0
24;0106000020E6100000010000000103000000010000000900000020CEA9B5478252C0404E105E83CA124050709295488252C080F97B3666CA12403400F8004D8252C0C08AD897D4C9124034EE4EF04D8252C0C013F82DB4C9124020B1A2DB528252C0C0B7082412C9124020951ABB538252C0C05089EB18C91240E4079C0F498252C000B349D97DCA1240488425A2488252C040A4718C8ACA124020CEA9B5478252C0404E105E83CA1240;24;1005026;136806;Thu Jun 25 00:00:00 COT 2020;Situaciones Imprevistas y Apoyo Interinstitucional;Ciclocarriles;Zona 01;USAQUEN;SANTA BARBARA;SANTA BARBARA CENTRAL;Junio;Parcheo;JESICA ALEXANDRA ARDILA DÍAZ;ING. ORLANDO RIVERA/ING. SANTIAGO VARGAS;166.1;166
25;0106000020E61000000100000001030000000100000018000000A4371FAE278552C080139746405B1240749D2696288552C0415D1155285B1240F0E5B490288552C080BF80682A5B12403C595F94288552C080777AF92B5B1240BC56FDA2288552C0C047CFDE2D5B1240E8D95DB4288552C000C5DF032F5B124020477565308552C04045BDC47E5B1240E4959A26348552C08049EA0CA55B12400CBFDF8B368552C04093DEE1BD5B1240ACB251FE378552C08082C5E1CC5B12404CD7C215388552C000A3B4D4CD5B1240D07D5709388552C0C020C42BCF5B1240FC647A2C378552C0804F502AE45B124020B12614378552C000901E24E35B12403018CF12378552C0C0B59F15E35B12400CD6E89D368552C080207429DE5B124051EAF853368552C0C17599E3DA5B12400C655FB4328552C000F16654B35B124090B590C42E8552C0400AB901885B124020D9ACC52A8552C080B156BF625B124080D30197278552C0C032F87A455B1240E07DC984278552C0C01066D3445B12408840AB82278552C000BD7CC2445B1240A4371FAE278552C080139746405B1240;25;3001122;144112;Wed Jun 03 00:00:00 COT 2020;Infraestructura y Gestión de Tránsito;Ciclocarriles;Zona 03;SANTA FE;LAS CRUCES;LAS CRUCES;Junio;Parcheo;KAREM VANESSA LEGUIZAMON LISCANO;ING. MARY LUZ MORA / ING. ANGEL RICARDO IBAGON;30.72;31
26;0106000020E6100000010000000103000000010000000C000000F8E47987938352C08058B3EC4E991240BCE5CE72978352C0C05E9162F79812408CE96C75978352C08096D525F798124050B2CF75978352C0404EC61CF7981240B89C84659B8352C0004EA3BC9B981240F000F8A29B8352C0402F3D2A96981240185391B99B8352C0C025A61D9498124058B92B7C9C8352C04037498E9C981240D0175B6B9C8352C040C282129E9812405C70F1E3948352C0802E2DED4B991240687FD15F948352C0403F3CC757991240F8E47987938352C08058B3EC4E991240;26;2001366;141700;Tue May 26 00:00:00 COT 2020;Infraestructura y Gestión de Tránsito;Misionalidad;Zona 02;CHAPINERO;PARDO RUBIO;GRANADA;Mayo;Cambio de Carpeta;DIEGO MAURICIO BORDA CARDOZO;ING LUIS MARIN / ING. ANDREA TORRES;596.23;0
27;0106000020E610000001000000010300000001000000070000000C5D466D3F8652C0808A095DCED8124074C00FE3428652C0808D93B391D8124030A2E26F438652C040B77EFF88D8124010AC1B36448652C0C0AEE69B95D8124054445565428652C080077E89B5D81240A4CDBE46408652C0004591CFDAD812400C5D466D3F8652C0808A095DCED81240;27;10000099;163659;Tue Jan 14 00:00:00 COT 2020;Infraestructura y Gestión de Tránsito;Conservacion;Zona 02;ENGATIVA;MINUTO DE DIOS;PRIMAVERA;Enero;Parcheo;XIMENA VARGAS;ING.CARLOS CASTAÑO / ING. JESUS FORERO;70.89;71
28;0106000020E6100000010000000103000000010000001D000000F0F3AE939D8752C040073FAE63C712408015982F9E8752C0C020E5A654C71240306C50D89E8752C080F24DB45AC7124094AE88E39E8752C041B76C685BC71240EC38D1F09E8752C0C0F4A2E35BC712405C8F5C139F8752C0807EE04B5DC71240FC7F4BE9A18752C080B4CE5378C712408C47254CA38752C040545E9585C71240809620B6A38752C080C6A49E89C71240109B3E24A48752C0C038EBA78DC7124014F306A7A48752C0009B169E92C71240043653C6A48752C0C043949493C71240F48A8DCAA48752C000555CC493C71240106E43D6A48752C08008B34894C7124004F9C9E6A48752C040274E8694C71240D84B36F8A48752C00146E9C394C7124040B5EC09A58752C080CDD1FC94C71240649D148DA58752C080082B0E9AC712408C89BDE5A48752C040039D16AAC71240989F82C6A38752C0813855409FC71240B49FA58EA28752C000F9377C93C71240988A1D25A08752C000DF023E7CC7124038786F0AA08752C0C06EC83C7BC712400015FA05A08752C0805618117BC712406DC4A9C29E8752C040A1D5E56EC71240C49BF0A39E8752C0802DA6C26DC71240E8D2B4FB9D8752C08006588867C7124018599EAC9D8752C0C02A789A64C71240F0F3AE939D8752C040073FAE63C71240;28;10006622;164657;Wed Aug 12 00:00:00 COT 2020;Infraestructura y Gestión de Tránsito;Conservacion;Zona 02;ENGATIVA;ALAMOS;LOS ANGELES;Agosto;Parcheo;CESAR AUGUSTO PINTO BARRIOS;ING. MARY LUZ MORA / ING.JESUS FORERO;76.57;77
29;0106000020E610000001000000010300000001000000190000001C6E7F153D8752C040DF945C3FAF1240342434D03C8752C000845842E6AE12400458C7CB3C8752C0C037A29CE4AE12402C13C2C63C8752C080073C6DE3AE1240001551BD3C8752C08033F83DE2AE1240D4E6EABA3C8752C08005E840D4AE1240CC609ABC3D8752C0400D20B6D3AE1240E00815C63D8752C080F20E76DEAE12408C827FC83D8752C0419E335DE0AE1240D0CD6FDF3D8752C0C0548DFBE2AE1240C4EDF0073E8752C0C03A988CE4AE124008949D493E8752C000C12D8AE4AE1240A4C4FC7C3E8752C08010C187FEAE1240981CC0203E8752C080B1F9DEFDAE1240380A12063E8752C0C02919C6FEAE1240C8F177E03D8752C0405D276001AF1240AC7C2B4C3E8752C0C0B569B384AF12404C8F7C443D8752C0C08758B384AF12405C42E7303D8752C0404BCD9576AF1240F008BC333D8752C040F3930775AF1240A497203C3D8752C080ABBC6B70AF1240105A58353D8752C040ABDFE267AF12404482272F3D8752C04035E51260AF1240B939D9293D8752C000FC7B6D59AF12401C6E7F153D8752C040DF945C3FAF1240;29;10009538;158462;Fri Aug 28 00:00:00 COT 2020;Infraestructura y Gestión de Tránsito;IMV-PR-003;Zona 02;ENGATIVA;ALAMOS;NORMANDIA OCCIDENTAL;Agosto;Parcheo;KAREM VANESSA LEGUIZAMON LISCANO;ING. MARY LUZ MORA / ING. ANGEL RICARDO IBAGON;299;299
30;0106000020E6100000010000000103000000010000001400000030F55CD4DE8952C0005707CE86791240CF4E85D5DE8952C0FF5EC1D285791240F077FED3DE8952C000BDFCD784791240B02071E8DD8952C0C0B952B32D791240BA4C4AE5DD8952C05CE37B062D79124050E0DCE0DD8952C040D3F5602C7912400CBA5BC4DD8952C0C0EC621E227912401C8E5D8BDE8952C001E9B7F11F7912404CEBADB6DF8952C0809CF4D58D79124031E593B7DF8952C0886C08268F7912403D3838B5DF8952C07B7E4B74907912409964A9AFDF8952C0355AB6B891791240A29709A7DF8952C00D117EEB92791240B6D98D9BDF8952C037294405947912401FC87C8DDF8952C03CEE43FF94791240D4E22C7DDF8952C0DB0F7CD3957912409278026BDF8952C0638FD37C96791240083E6D57DF8952C0801839F7967912402C6FC701DF8952C0410E5F9B9779124030F55CD4DE8952C0005707CE86791240;30;8007202;146254;Wed Jul 01 00:00:00 COT 2020;Infraestructura y Gestión de Tránsito;Misionalidad;Zona 05;KENNEDY;KENNEDY CENTRAL;CIUDAD KENNEDY CENTRAL;Julio;Parcheo;CESAR AUGUSTO PINTO BARRIOS;ING. MARY LUZ MORA / ING.JESUS FORERO;23.8;24
31;0106000020E61000000100000001030000000100000039000000340D1A92248452C04071E2A1AB97124018215778248452C0405B2934AB971240B87FEDDF238452C080C1C966A9971240EC639FDC238452C040470B5BA997124008341280238452C001D7CE11A8971240EC17797A218452C0004FBEE0A097124080F758711F8452C040F224E99A971240B4A762651F8452C000E00BC69A97124054A5CA83168452C0C12A21BD80971240BC44E03B168452C0C03257EA7F971240DBF21524168452C06CFBF9EE7F971240B59AA40C168452C0382AF82F80971240926224F6158452C008EDABAB80971240C45327E1158452C0E167F25E81971240D6A635CE158452C0A90F4045829712406F4FCABD158452C0E329BE588397124055DE4FB0158452C0D8B1709284971240CCCD1DA6158452C04BAD63EA85971240D449769F158452C080CADE57879712403432C5A5158452C00029961485971240844DEBD6158452C080413C6175971240841AABEB158452C0807174C06E971240240F270A168452C0811F4B036597124064182E0C168452C0DB4470D666971240516D3D13168452C0935CE19C68971240BD491E1F168452C0CF1DD9486A9712407E88742F168452C0329E5FCD6B9712403F6EC143168452C0C0EBAE1E6D9712409C80675B168452C042618E326E971240C24BAF75168452C099F0A1006F97124088F1CC91168452C000FCAA826F97124024B34796168452C040F516906F9712407462CA18238452C080B4CF0F95971240C0AB2EA5238452C040AAA6B49697124018B3069E248452C08072CB449A971240D03DE3A9248452C0C0C801659A97124001A929D6248452C000C021DD9A97124074D2CFE4248452C0126966049B971240DE38AAF3248452C07D017A039B9712405A634B02258452C0A85763DA9A971240DC7E4710258452C06F41518A9A971240DD78371D258452C02EE491159A9712400FF7BB28258452C02DB7817F9997124020168032258452C0C1BD72CC98971240C0F6A715258452C080A25ECAA297124010315012258452C0C0C1A7F2A3971240A46BA1EF248452C0801A1DF5AF9712405C7457EC248452C0C3270065AF971240C87611E8248452C080BBA8DBAE971240DFD99DE1248452C0C7BD2040AE97124082D1E6D9248452C0573D19B4AD9712404A2511D1248452C06DCA2D3AAD97124050F346C7248452C0C09FA3D4AC9712404D4ABAC6248452C0003C45CFAC97124004DCCBBE248452C09056DE7FAC97124084E06FB6248452C08038A33CAC971240340D1A92248452C04071E2A1AB971240;31;2001412;142812;Fri Jul 17 00:00:00 COT 2020;Infraestructura y Gestión de Tránsito;Conservacion;Zona 02;CHAPINERO;CHAPINERO;CHAPINERO CENTRAL;Julio;Sello de Fisuras;KAREM VANESSA LEGUIZAMON LISCANO;ING. MARY LUZ MORA / ING.JESUS FORERO;0;0
32;0106000020E6100000010000000103000000010000001F000000FC04219D5D8A52C0C0B14E9AA87712402CEA67A5618A52C080CF57D081771240946C30B1618A52C05F648F3881771240883935BB618A52C0C0F03683807712408E7B0DC3618A52C02F5674B97F771240825EB7C8618A52C0A2C2CBDD7E77124038620BCC618A52C0F73539F67D7712405850F2CC618A52C0FCC70B097D77124044DE65CB618A52C000A8B91C7C7712407427491E628A52C040CBCE1785771240E0F45D60628A52C0C061AF408C77124011F41052628A52C0E6FD93D08B7712408E06D842628A52C0E606BA858B77124003891333628A52C07951FB618B771240944B2723628A52C039243A668B771240031A7813628A52C03E9F5B928B771240A43D6904628A52C0406648E58B771240CCBE8FF6618A52C0C059CA5A8C77124080CA0CDC608A52C040B975DE967712408881ADC65D8A52C00033342CB3771240C8C44A585D8A52C0400B7B21B777124004866F0B5D8A52C080DEC986B97712402D92D6155C8A52C080521808C077124004D1A9175B8A52C000D97612C5771240B46A23135A8A52C00029D69CC8771240EC2933B7588A52C0806FAFD4CC771240A030318E588A52C000E5D786BF771240D4DD92D55A8A52C0005885D0B8771240080950075D8A52C040F19527AD7712407C5834725D8A52C040B93DE8A9771240FC04219D5D8A52C0C0B14E9AA8771240;32;8007560;146881;Fri Sep 11 00:00:00 COT 2020;Infraestructura y Gestión de Tránsito;Misionalidad;Zona 05;KENNEDY;KENNEDY CENTRAL;CIUDAD KENNEDY SUR;Septiembre;Cambio de Carpeta;ANDRES FELIPE ALDANA CHARRY;ING. CARLOS MENDEZ/ING.SAMUEL SANCHEZ;427;0
33;0106000020E6100000010000000103000000010000001C000000DC54D9B4688A52C000B47F4FC0771240A831D4A0698A52C0C04663BFB7771240743A76A1708A52C0C09D65B376771240A77714A9708A52C0B8E2E17A76771240EC5B1CB1708A52C080F1A15376771240BFD937BB708A52C0145F443C76771240E2756DC5708A52C090E12D4076771240BE1674CF708A52C01B76425F7677124022F303D9708A52C02D93A398767712403E94D8E1708A52C0F061B6EA76771240D7BFB2E9708A52C0E53B2F5377771240003D5AF0708A52C0801A22CF77771240E478A931718A52C0C0F66DD27E771240D4F9B413708A52C08045A77789771240D0FE0E12708A52C0415C5B878977124020D9E46F698A52C04083AABFC8771240A01DEB6D698A52C040E074D2C877124084082660698A52C0A8DF773AC9771240BF057E51698A52C00C9F8E7CC9771240E5B35A42698A52C086DFE596C977124054192733698A52C08966C388C97712408AAF4E24698A52C08F228B52C97712404E6B3A16698A52C08D68BCF5C8771240A9D64D09698A52C0D45DE774C87712402651E4FD688A52C022D99AD3C7771240D0894EF4688A52C0073B4B16C7771240C844D0EC688A52C080EF3242C6771240DC54D9B4688A52C000B47F4FC0771240;33;8007562;146895;Mon Aug 31 00:00:00 COT 2020;Infraestructura y Gestión de Tránsito;Misionalidad;Zona 05;KENNEDY;KENNEDY CENTRAL;CIUDAD KENNEDY SUR;Agosto;Parcheo;CESAR AUGUSTO PINTO BARRIOS;ING. MARY LUZ MORA / ING.JESUS FORERO;212.15;213
34;0106000020E6100000010000000103000000010000001900000038D6DE0A558A52C000D406E83D781240A8920C0B558A52C042C5E4433D781240086FE109558A52C040C9CDA03C78124034A7B510548A52C0C0DC0E7FE07712407B04CA0C548A52C0A4A3BBB6DF771240801B6307548A52C0C2B76FF7DE771240A81D9500548A52C0C02CF643DE7712407127EAF4538A52C02D87EC61DD7712403EFA06E7538A52C0D276AFA2DC771240C1D951D7538A52C0E33ABF0BDC771240D8703EC6538A52C0404F73A1DB7712402859E65E548A52C04025A0EAD977124084A5173B558A52C0809EA771D7771240AAE6742B558A52C0144E2D0CD877124063F49C1D558A52C0B7C992CDD87712408073EF11558A52C0BDE89FB0D97712403712BD08558A52C0CDFD33AFDA771240BE5A4502558A52C0B52C70C2DB77124048FCB4FE548A52C040E2E6E2DC771240B8BFFFFD548A52C07AB375CCDD771240208A31FF548A52C0808382B5DE771240A8460306568A52C0C0006BCB3C78124098352718568A52C0C08AC549437812403DEF8B20558A52C040B003EC4578124038D6DE0A558A52C000D406E83D781240;34;8007477;146905;Wed Jul 08 00:00:00 COT 2020;Infraestructura y Gestión de Tránsito;Misionalidad;Zona 05;KENNEDY;KENNEDY CENTRAL;CIUDAD KENNEDY SUR;Julio;Parcheo;KAREM VANESSA LEGUIZAMON LISCANO;ING. MARY LUZ MORA / ING.JESUS FORERO;135.79;136
35;0106000020E610000001000000010300000001000000200000009CA00639538952C080B708406762124084E32745538952C0C0C235D7666212409CA16E56538952C08046D154666212401CCEB2DD538952C000407DEF626212409DFAF664548952C04025C2895F621240A4112B8A548952C040E9839A5E621240347D31EC548952C080C24B245C621240B4A97573558952C0C0797FBE586212409062A60B568952C0C02D65CF54621240646E2DAF568952C0C0566D85506212403C7AB452578952C0800FEC3A4C62124011863BF6578952C0003E37F0476212406CD86C9B588952C000DC639343621240480C4447598952C0C05AA1EF3E62124090D1C99E598952C000932C923C621240E84D6DF2598952C0800F305849621240E4866FF9598952C040A5426A4A62124058C77E37598952C08096E7754F6212409015CEFE588952C0408875EF50621240B0F674FE588952C000C5AAF050621240CCD2F916548952C08056871B7162124027140703548952C020A1D0EE7162124069970EF1538952C0F55D7AEB726212404C8E65E1538952C084BDD60C74621240A03656D4538952C0C0F6894D75621240D26041C8538952C00F75C1F6766212403A72B7C0538952C0BC3401BA786212400324EDBD538952C0B15AF58A7A621240C0F9F5BF538952C08033EA5C7C6212407CC3A3BA538952C00387B56B7B6212400094F3B6538952C0C09DD1727A6212409CA00639538952C080B7084067621240;35;8011606;148947;Sat Aug 22 00:00:00 COT 2020;Infraestructura y Gestión de Tránsito;Misionalidad;Zona 05;KENNEDY;CARVAJAL;LAS DELICIAS;Agosto;Parcheo;CESAR AUGUSTO PINTO BARRIOS;ING. MARY LUZ MORA / ING.JESUS FORERO;62.75;63
36;0106000020E610000001000000010300000001000000190000009473BC113C8952C040EBA0CEB96A1240B02AD9E93B8952C000746D17B66A12405441CA573B8952C00010697CA86A124008CB1F6F3B8952C0C9240112A96A1240264A8A873B8952C021C4AD71A96A124077D48DA03B8952C0465E8999A96A12400D77ABB93B8952C069AAC988A96A12408CBA63D23B8952C040A9C33FA96A124048FCC8E23B8952C000D77EEEA86A1240C9E36389448952C080BF7967706A1240E78B7CA6448952C05CF927576F6A12407C9B25C1448952C0624C1D0D6E6A12408841EDD8448952C040B5DA8E6C6A12406CD45ED2458952C08010D926666A12403CD61900468952C0808B157C6D6A1240241CB235468952C080321D14766A124058A22ADB448952C040635AF47E6A124010946532438952C0405FFF0B8A6A1240D0A0ADF2408952C040B1F1D5986A1240C80602FF3C8952C040C2A88DB26A124040A505C03C8952C0405F010DB56A1240C4B9EA8D3C8952C0C04C55CDB86A12401C9203713C8952C0C0404358BD6A1240FCE1236C3C8952C04037803AC26A12409473BC113C8952C040EBA0CEB96A1240;36;8011009;149026;Tue Mar 03 00:00:00 COT 2020;Infraestructura y Gestión de Tránsito;Misionalidad;Zona 05;KENNEDY;CARVAJAL;LA CAMPINA;Marzo;Parcheo;CESAR AUGUSTO PINTO BARRIOS;ING.MARY LUZ MORA / ING. JESUS FORERO;206.02;179
37;0106000020E61000000100000001030000000100000011000000B8DCCA8CC38152C08089ECF581111340B0536746C38152C000CB8ED15D111340687A3C6CC38152C0C0ABA1D25D111340340B8804C48152C0C08A0FD75D11134030351350C48152C0404C35D95D1113402CF64F51C48152C0806D1F6E5E1113403D9B7F68C48152C040E6C4BE671113409021AB81C48152C0802C6DDB7111134078CA39CAC48152C080A6001B87111340FC378E09C58152C080CFCE92951113406DFE0E2EC58152C00051E7879A11134044F1FA31C58152C0009A0DCF9E1113409027F01EC58152C040649E97B5111340A0DC11A9C48152C0C002E608B6111340607D24A1C48152C040567B10B61113405007C012C48152C000175199B6111340B8DCCA8CC38152C08089ECF581111340;70;1006334;524924;Fri Feb 14 00:00:00 COT 2020;Situaciones Imprevistas y Apoyo Interinstitucional;IMV-PR-003;Zona 01;USAQUEN;VERBENAL;TIBABITA;Febrero;Parcheo;XIMENA VARGAS;ING.MARY LUZ MORA/ ING. ANGEL RICARDO IBAGON;66.53;67
38;0106000020E61000000100000001030000000100000019000000A00F456A028752C0C031DF576BB2124048F229EE028752C04014BD8E63B21240BC1E56FC028752C0406E391863B21240A8FE2217058752C000F5037F41B21240F0B1E6C0058752C08017FCEC36B21240A8BD1862068752C00039FB002DB21240840F10BF078752C0C077FE8217B21240D839302D088752C0007C1CA010B21240BC1791EE088752C00096D28404B2124094712D3C0A8752C0C055809EEFB11240C4DA90930A8752C040C2F51EEAB11240ACF2DEFA0B8752C000EFD9A5D3B11240ACDDD15A0C8752C0C0B477A6CDB1124098EC37C40C8752C04034A70AC7B1124054635CB30D8752C0800C7D15B8B1124090E012220E8752C0C0EE6024B1B11240D8AAC6400E8752C040DDE679AFB112405CB660530E8752C0C08EDBA4ACB112407095CE570E8752C0007D10B3ABB1124028F8DDDC0E8752C040D51109A4B1124060FAAF8A0F8752C0401FA96FADB1124090C9B8C80E8752C04152EC7FB8B11240C807BD64078752C080283F2D2FB2124090DCC7F5028752C08059F14076B21240A00F456A028752C0C031DF576BB21240;37;10009272;158503;Fri Mar 06 00:00:00 COT 2020;Infraestructura y Gestión de Tránsito;Misionalidad;Zona 02;ENGATIVA;SANTA CECILIA;NORMANDIA OCCIDENTAL;Marzo;Cambio de Carpeta;DIEGO MAURICIO BORDA CARDOZO;ING LUIS MARIN / ING. ANDREA TORRES;664.52;0
39;0106000020E61000000100000001030000000100000017000000DCE9D0143A8952C000E11EE13A761240A8AA7B8A3A8952C0C023920C2C761240D60EE1983A8952C0211153C42A761240B8682DA43A8952C000FA615E297612407C00C9A93A8952C000707FA528761240302179F63B8952C0407619B7FE751240281F78383E8952C000F02B25B7751240F6B288413E8952C0A9141F72B5751240C97539473E8952C0B342A9B0B3751240ACC674493E8952C000D076E7B17512403CB51DFA3E8952C08120C802A575124024D3D50E408952C040FB77A3AD7512404C926A7C3F8952C0C0C6B8D3B7751240A5CE62693F8952C0A80A24ADB875124016258E583F8952C00446E1B0B9751240FCD5494A3F8952C09E5F51D9BA75124028EDE43E3F8952C080E90920BC751240AC43B95D3D8952C0C0FF7996F77512403419EDA23C8952C041D3EDA80E761240DC69F0C63B8952C040A0E5D42976124008BDD85D3B8952C000D2E2D336761240E84956013B8952C08046A34242761240DCE9D0143A8952C000E11EE13A761240;38;8008079;148565;Sat Aug 22 00:00:00 COT 2020;Infraestructura y Gestión de Tránsito;Misionalidad;Zona 05;KENNEDY;CARVAJAL;PROVIVIENDA OCCIDENTAL;Agosto;Parcheo;KAREM VANESSA LEGUIZAMON LISCANO;ING. MARY LUZ MORA / ING.JESUS FORERO;275.4;275
